GEOID,long,lat,Tract,Boroughs,Total population,Percent Male,Over_16_year,Over_18_year,Over_60_year,Median_Household_Income,Percentage_college_degree,Unemployment_rate,Race_White,Race_Black,Race_NativeAmerican,Race_Asian,Race_Other,Schools,Recreational,Criminal_Justice,Health,Pharmacy,Mental_Heath,Disabilities,Daycare,Senior_homes,Homeless_shelters,Transport,Waste_Management,BURGLARY,FELONY_ASSAULT,GRAND_LARCENY,GRAND_LARCENY_ MOTOR_VEHICLE,MURDER,RAPE,ROBBERY,Total_Felony,FelonyBucket
36061008603,-73.96366004,40.75331475,86.03,New,4353,43.9007581,93,92.2,46.2,148080,24.9,4.6,94%,0%,0%,2%,4%,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,10,1
36061008700,-73.99728119,40.74220206,87,New,7302,55.13557929,89.3,89.3,10.1,110261,18.5,7.7,81%,1%,0%,13%,5%,0,0,2,1,0,1,0,1,0,0,0,0,4,1,86,2,0,10,9,112,7
36061008800,-73.97273182,40.74931676,88,New,6747,45.22009782,91.4,91.4,20.5,94903,11.3,4.2,70%,2%,0%,22%,6%,1,0,1,1,0,0,0,4,0,0,0,0,5,2,26,7,0,0,2,42,6
36061008900,-74.002729,40.744568,89,New,5614,55.5040969,89.9,89.3,15.8,87802,50.8,5,79%,8%,0%,7%,6%,8,0,0,2,0,0,1,5,0,1,0,0,5,10,34,2,0,0,6,57,6
36061009000,-73.9702626,40.75265473,90,New,7194,47.83152627,92.5,92.4,17.6,122769,12.8,3,70%,2%,0%,26%,2%,2,0,0,2,1,0,0,9,0,1,0,0,2,5,39,1,0,0,2,49,6
36061009100,-73.99519247,40.7448246,91,New,6559,49.83991462,94.2,93.3,10.2,109414,22.6,6.3,74%,2%,0%,17%,7%,2,1,0,3,3,1,2,1,0,6,0,0,19,9,62,6,0,0,14,110,7
36061009200,-73.97508014,40.75361,92,New,1700,42.82352941,92.8,92.3,13.8,109306,26.1,2.3,76%,5%,0%,17%,2%,0,1,0,1,0,0,0,2,0,0,0,0,14,9,101,4,0,0,12,140,7
36061009300,-74.00098772,40.74747761,93,New,10583,48.15269772,84,81.9,22.1,82404,50.2,6.3,67%,18%,0%,4%,11%,1,0,0,1,0,1,2,0,0,1,0,0,5,14,64,1,0,0,10,94,7
36061009400,NA,NA,94,New,33,60.60606061,100,100,90.9,41667,NA,0,88%,0%,0%,0%,12%,1,0,0,1,0,0,0,2,0,0,0,0,13,3,43,1,0,0,3,63,7
36061009500,-73.99354813,40.747082,95,New,3334,40.64187163,93.5,92.2,6.1,152688,56.2,8.7,73%,4%,0%,18%,5%,3,0,1,1,3,2,7,0,0,0,0,0,18,6,90,3,0,0,10,127,7
36061009600,-73.9809165,40.75645839,96,New,147,63.94557823,100,98,6.1,91875,0,0,67%,0%,7%,24%,2%,2,0,1,1,1,1,0,2,0,0,0,0,9,4,84,0,0,0,9,106,7
36061009700,-73.99939421,40.74958516,97,New,5148,50.19425019,90.7,89.5,30.6,46007,39.8,13,66%,8%,0%,13%,14%,1,0,0,1,0,1,1,2,0,1,0,0,1,11,23,2,0,0,5,42,6
36061009800,-73.96798811,40.75550767,98,New,7233,44.1034149,93.8,93.6,25.1,110735,7.5,2.8,83%,2%,0%,13%,2%,1,0,0,1,2,0,0,2,0,2,0,0,10,8,22,1,0,0,4,45,6
36061009900,-74.00555265,40.75157263,99,New,4042,56.33349827,97.2,97.2,7.5,127152,9.2,6.3,63%,5%,0%,27%,5%,2,0,2,1,0,0,0,2,0,0,6,4,8,8,129,8,0,0,6,159,7
36061010000,-73.9713542,40.75789555,100,New,1826,51.64293538,93.2,92.3,24,108542,28,5.6,76%,1%,0%,14%,8%,0,1,2,2,0,0,0,6,1,3,0,0,5,5,75,2,0,1,6,94,7
36061010100,-73.99128473,40.74975867,101,New,1199,60.46705588,95.7,94.6,9.6,143750,17.8,9.2,60%,7%,1%,27%,5%,1,0,1,0,0,2,0,0,0,2,0,0,15,9,126,2,0,0,6,158,7
36061010200,-73.97459384,40.75937732,102,New,225,51.55555556,100,100,15.6,100500,0,0,93%,3%,0%,4%,0%,1,0,0,2,1,0,0,2,0,0,0,0,5,1,54,1,1,0,8,70,7
36061010300,-73.99772982,40.75231306,103,New,1999,56.92846423,97.4,97.4,12.5,87264,37,5.2,60%,9%,4%,25%,3%,2,0,1,2,0,0,8,1,0,2,1,0,1,2,35,1,0,0,4,43,6
36061010400,-73.97789344,40.76060183,104,New,1021,47.01273262,95.1,94.5,34.6,107875,14.7,9.4,72%,2%,0%,13%,13%,0,1,0,0,0,0,0,2,0,0,0,0,4,4,119,0,0,0,7,134,7
36061010601,-73.9608139,40.75709045,106.01,New,7187,40.58717128,93.8,93,50.1,126933,11.5,6.8,88%,2%,0%,8%,1%,0,0,0,1,0,0,0,1,0,0,0,0,0,4,18,2,0,0,0,24,4
36061010602,-73.959109,40.76000656,106.02,New,4428,41.71183379,86.4,85.4,16,117885,7.7,1.9,81%,4%,0%,10%,5%,0,0,0,2,0,1,0,2,0,0,0,0,0,5,19,0,0,0,3,27,4
36061010800,-73.96553738,40.75904638,108,New,8731,42.183026,91.3,91.2,29.7,105060,44.6,4.3,83%,2%,0%,12%,2%,3,0,0,1,0,0,0,1,0,0,0,0,7,4,37,4,0,0,1,53,6
36061010900,-73.98963927,40.75218327,109,New,220,42.27272727,95.9,93.6,29.5,132500,64.3,9.2,67%,9%,0%,21%,3%,1,0,1,2,6,0,2,0,0,0,0,0,56,5,282,0,1,0,19,363,7
36061011000,-73.96313552,40.761705,110,New,7811,44.2452951,86.3,86.3,14.5,104583,28.5,5.5,92%,3%,0%,4%,1%,1,0,0,2,0,3,0,3,0,0,0,0,7,6,24,3,0,0,7,47,6
36061011100,-73.99598221,40.75493032,111,New,4374,47.11934156,89.8,89.1,6.1,98107,29.1,5.2,59%,9%,1%,24%,8%,0,0,2,1,4,4,0,0,0,2,0,0,15,19,86,6,0,8,14,148,7
36061011201,-73.9753556,40.7640732,112.01,New,843,45.55160142,98.7,98.5,33.5,225250,0,2.1,82%,2%,1%,13%,2%,0,0,0,0,0,0,0,0,0,0,0,0,12,4,133,0,0,0,3,152,7
36061011202,-73.97228982,40.76264682,112.02,New,266,44.36090226,93.6,92.5,33.5,153594,0,0,93%,0%,0%,6%,1%,1,0,0,0,0,0,0,0,0,0,0,0,2,0,59,0,0,0,1,62,7
36061011203,-73.96907227,40.76128609,112.03,New,1298,41.37134052,88.9,87.3,26.2,117059,0,7,82%,2%,0%,13%,3%,0,1,0,0,0,0,0,0,0,0,0,0,2,1,31,0,0,0,2,36,5
36061011300,-73.98796107,40.75474627,113,New,146,69.17808219,100,100,9.6,81786,17.3,7,32%,10%,0%,51%,6%,1,0,0,0,0,0,1,0,0,0,0,0,16,4,82,0,2,0,12,116,7
36061011401,-73.97065269,40.76484654,114.01,New,1337,43.97905759,84.8,83.7,39.1,179183,68,6.5,88%,1%,0%,10%,1%,1,0,0,2,0,0,0,3,0,1,0,0,3,2,56,2,0,0,1,64,7
36061011402,-73.96732336,40.76342121,114.02,New,2385,46.58280922,88.9,87.6,37,147125,32.9,6.8,88%,0%,0%,11%,1%,0,0,0,1,0,0,0,3,0,0,0,0,8,2,121,1,0,0,12,144,7
36061011500,-73.99464967,40.75721643,115,New,2688,60.15625,94.4,94.4,11.6,73021,24.4,6.2,58%,10%,0%,23%,9%,0,0,0,1,0,2,0,1,0,1,1,0,13,30,82,2,0,0,21,148,7
36061011600,-73.95544331,40.76279204,116,New,3483,43.81280505,91.1,90.9,18.2,70203,46,6.1,70%,13%,0%,9%,8%,4,0,0,4,0,4,0,4,0,0,0,0,1,0,19,2,0,0,0,22,4
36061011700,-74.00177976,40.76041355,117,New,3535,49.30693069,90.4,89.6,6.5,106226,41.1,7.2,59%,8%,1%,17%,15%,0,0,1,0,0,0,1,0,0,1,2,1,0,3,12,2,0,0,2,19,3
36061011800,-73.96085911,40.76562432,118,New,9464,42.2125951,87.2,86.7,23.7,108736,22.9,4.3,89%,0%,0%,10%,1%,5,1,0,4,0,0,1,2,0,0,0,0,8,5,25,2,0,0,0,40,5
36061011900,-73.9862118,40.75735387,119,New,1071,69.18767507,100,100,46.7,12479,0,11,48%,41%,0%,2%,10%,2,0,0,0,0,0,0,2,1,2,0,0,31,11,278,3,1,0,23,347,7
36061012000,-73.96477415,40.76691525,120,New,3282,44.69835466,85.7,85.7,39.9,142156,25.2,3.6,92%,1%,1%,5%,0%,5,0,2,0,0,0,2,2,0,1,0,0,3,4,53,2,1,6,3,72,7
36061012100,-73.99212393,40.759846,121,New,8288,59.36293436,95.3,94,23,62866,51,7.7,79%,6%,0%,10%,5%,0,0,0,0,1,0,1,4,1,5,0,0,8,28,123,6,0,0,21,186,7
36061012200,-73.96812921,40.76823511,122,New,3286,42.84844796,87.8,84.8,44.2,156500,33.3,0.7,100%,0%,0%,0%,0%,1,1,0,1,0,0,0,3,0,0,0,0,2,0,20,0,0,0,2,24,4
36061012400,-73.9530819,40.76628762,124,New,10397,43.74338752,82.6,82,23.6,119808,43.8,2.3,73%,6%,0%,15%,6%,0,0,0,9,2,0,0,4,0,0,0,0,1,1,20,3,0,0,1,26,4
36061012500,-73.98461469,40.75999131,125,New,2465,54.92900609,95.2,94.5,9.4,144097,8.7,2.9,59%,3%,0%,33%,5%,0,0,1,0,0,1,0,4,1,1,0,0,13,14,127,1,0,0,9,164,7
36061012600,-73.958937,40.76830053,126,New,11038,39.16470375,89.5,89.5,34.7,101107,32.4,2.9,82%,2%,0%,12%,4%,1,0,0,0,0,0,0,1,1,0,0,0,3,2,32,4,0,0,2,43,6
36061012700,-73.98990806,40.76222325,127,New,6635,51.6654107,95.4,94.5,12.5,67369,37.7,10.3,67%,5%,1%,15%,12%,7,0,0,0,1,6,1,2,0,1,0,0,10,10,54,0,0,0,19,93,7
36061012800,-73.96150295,40.7713987,128,New,5875,48.83404255,84.1,83.3,41.2,164830,23.4,7.3,95%,0%,0%,3%,2%,2,0,0,1,0,1,0,2,0,0,0,0,3,0,38,3,0,0,4,48,6
36061012900,-73.99895677,40.7646565,129,New,5285,64.14380322,93.5,93,9.3,106625,26.3,10.2,66%,6%,0%,19%,8%,0,0,2,3,0,1,1,0,0,2,1,0,9,16,81,6,0,0,5,117,7
36061013000,-73.96471495,40.7727857,130,New,3693,45.78933117,86.7,85,46.4,217070,54.9,3.9,93%,0%,1%,4%,2%,1,0,0,0,1,0,0,1,0,0,0,0,4,0,19,1,0,0,1,25,4
36061013100,-73.98269287,40.76243393,131,New,2654,50.7535795,95.2,94.9,28.8,87813,10.6,5.1,74%,5%,0%,14%,6%,1,0,0,0,0,2,0,4,0,0,1,0,12,6,81,3,0,0,9,111,7
36061013200,-73.95051663,40.76956317,132,New,9869,42.97294559,90.4,89.2,21.4,77589,44.5,4.9,90%,0%,0%,7%,3%,4,1,0,2,0,1,0,3,0,1,0,0,3,4,16,3,0,0,4,30,4
36061013300,-73.9882385,40.76464914,133,New,5226,52.62150785,97,96.7,17.6,82123,27.6,5.4,70%,4%,1%,13%,12%,3,1,2,2,0,1,0,0,0,4,2,0,9,10,59,4,0,9,15,106,7
36061013400,-73.95637412,40.77167241,134,New,11195,42.45645377,87.9,86,21.7,97600,6.4,5.5,88%,1%,0%,6%,5%,3,1,1,1,0,0,0,1,1,2,0,0,11,2,32,5,0,0,3,53,6
36061013500,-73.99528294,40.76976491,135,New,6053,48.95093342,90.3,89,22.8,61484,36.6,8.3,66%,14%,0%,13%,7%,6,0,1,3,2,0,0,1,1,1,0,0,9,7,46,6,0,0,3,71,7
36061013600,-73.94691145,40.77215183,136,New,15641,39.9590819,88.5,87.4,27.3,107343,27.6,4.2,87%,1%,0%,6%,5%,3,0,0,0,0,0,0,5,0,1,0,0,6,5,39,2,0,0,1,53,6
36061013700,-73.98105112,40.76610669,137,New,6977,45.52099756,91.4,89.9,21.5,128969,15.9,4.5,78%,1%,0%,18%,2%,1,2,1,0,0,0,0,0,0,0,0,0,15,16,81,7,0,0,8,127,7
36061013800,-73.95404953,40.77485759,138,New,12771,43.72406233,90.8,90.7,18.9,108165,26.6,7.8,88%,1%,0%,7%,3%,2,0,0,1,0,1,1,2,0,1,0,0,9,7,37,3,0,0,1,57,6
36061013900,-73.98644467,40.76755787,139,New,7797,45.4533795,95.7,95.7,19.6,82296,21.9,5.8,79%,4%,0%,11%,6%,2,0,0,0,1,0,0,2,0,0,0,0,12,5,42,0,0,0,7,66,7
36061014000,-73.95833933,40.77587314,140,New,7633,43.82287436,84.1,82.9,25.4,131964,7.5,4.4,89%,1%,0%,9%,2%,3,0,0,1,0,0,0,1,0,1,0,0,7,2,40,1,0,0,1,51,6
36061014200,-73.96156191,40.77710655,142,New,4288,39.5988806,84.5,82.1,37.7,225208,43.6,3.2,92%,0%,1%,2%,4%,6,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,16,3
36061014300,NA,NA,143,New,4,0,75,75,0,NA,0,100,25%,50%,0%,0%,25%,0,1,1,0,0,0,0,0,0,0,0,0,4,8,74,1,0,2,27,116,7
36061014401,-73.94771736,40.77546627,144.01,New,4956,43.78531073,86.6,85.7,29.6,118125,59.6,5.9,91%,0%,0%,7%,2%,1,0,0,0,0,0,0,1,0,0,0,0,3,1,7,2,0,0,1,14,2
36061014402,-73.9451048,40.77623232,144.02,New,7537,43.13387289,83.7,83.4,24.2,109934,34.9,3.6,85%,4%,0%,8%,3%,2,0,0,0,0,0,2,1,0,0,0,0,2,2,15,0,0,0,0,19,3
36061014500,-73.98316381,40.76889689,145,New,5460,52.58241758,90.3,90.1,27.6,162576,80.9,3.3,80%,3%,0%,13%,4%,3,0,1,2,6,2,0,2,0,1,0,0,6,2,75,1,0,0,6,90,7
36061014601,-73.95243622,40.77729733,146.01,New,4404,49.18256131,88.9,88.9,11.6,114792,22.2,3,88%,1%,1%,8%,2%,0,0,0,2,0,2,1,0,0,0,0,0,5,2,10,2,0,0,0,19,3
36061014602,-73.95142942,40.7788995,146.02,New,7728,42.85714286,91.4,90.6,16.3,93420,4.4,2.9,86%,2%,0%,10%,2%,0,0,0,0,0,0,1,2,0,0,0,0,9,5,38,2,0,0,6,60,6
36061014700,-73.98923385,40.77128285,147,New,2804,51.67617689,84.3,83.6,8.2,121414,16,5.2,68%,2%,0%,24%,6%,3,0,0,0,0,0,1,2,0,0,0,0,1,1,27,0,0,0,2,31,5
36061014801,-73.956257,40.77890811,148.01,New,2933,49.23286737,82.3,80.9,27,149875,0,2.1,81%,2%,1%,11%,6%,2,0,1,0,0,0,0,1,0,0,0,0,2,1,20,0,0,0,0,23,4
36061014802,-73.95451625,40.780975,148.02,New,7125,42.9754386,82.4,80.4,20.8,112237,11.3,2.9,84%,1%,0%,9%,5%,2,0,0,0,0,0,0,5,0,0,0,0,7,5,79,3,0,0,7,101,7
36061014900,-73.98295611,40.77259233,149,New,5897,48.68577243,88.9,87.8,27.6,158679,46.7,6.1,82%,2%,0%,13%,3%,3,4,1,2,0,2,2,5,0,0,0,0,7,1,40,3,0,0,1,52,6
36061015001,-73.95947467,40.78026767,150.01,New,2182,46.24197984,84,82.1,34,155536,66.3,2.9,86%,4%,0%,7%,2%,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6,1
36061015002,-73.95779033,40.78244687,150.02,New,5461,42.00695843,81.6,77.5,42.3,160379,49.4,4,95%,1%,0%,2%,2%,2,0,0,0,0,0,0,3,0,1,0,0,0,1,13,0,0,0,0,14,2
36061015100,-73.99194372,40.77499294,151,New,7480,42.74064171,87,84.7,22.5,62889,10.6,6.4,57%,11%,0%,18%,14%,10,0,0,1,0,0,0,6,1,0,0,1,5,8,21,1,0,0,2,37,5
36061015200,-73.942298,40.77806705,152,New,7162,41.52471377,86,85.5,24.1,67065,32.3,8.2,65%,15%,0%,11%,9%,1,0,0,1,0,0,0,2,1,0,1,0,0,7,12,3,0,0,3,25,4
36061015300,-73.98143971,40.77489606,153,New,9025,47.46814404,83.8,83.8,23.1,120889,0.4,9.2,88%,2%,0%,8%,1%,3,0,0,0,0,0,0,4,0,2,0,0,5,8,56,2,0,0,6,77,7
36061015400,-73.94928263,40.78146806,154,New,14969,42.57465429,87.8,86.4,23.8,83767,4.4,6.1,81%,4%,0%,12%,4%,3,0,0,2,0,1,4,2,0,1,0,0,9,7,33,4,0,0,5,58,6
36061015500,-73.98976171,40.77846223,155,New,10244,45.26552128,82.5,82.4,29.5,118315,32.8,6.7,83%,2%,0%,10%,5%,1,0,0,1,0,0,0,2,0,0,0,0,4,0,14,2,0,0,3,23,4
36061015601,-73.94794845,40.78374836,156.01,New,5719,41.58069593,91.9,91,10.1,87363,21.5,6.1,77%,6%,0%,15%,2%,1,0,0,1,0,1,0,0,0,2,0,0,1,5,13,2,0,0,3,24,4
36061015602,-73.94713585,40.78537069,156.02,New,2286,48.20647419,85.5,83.3,16.7,45592,26.5,10,33%,19%,0%,29%,19%,1,0,0,3,7,6,0,1,1,0,0,0,3,5,6,1,1,0,7,23,4
36061015700,-73.97920313,40.77749269,157,New,10123,54.88491554,88.5,87.9,20.6,124666,0,5.1,90%,1%,0%,6%,2%,3,0,0,1,3,1,0,0,1,1,0,0,5,3,37,0,0,0,3,48,6
36061015801,-73.95213544,40.78432719,158.01,New,5585,41.09221128,80.3,78.8,20.4,140625,57.6,6.1,89%,4%,0%,4%,2%,2,1,0,1,2,0,0,3,0,0,0,0,3,0,29,1,0,0,3,36,5
36061015802,-73.95030429,40.78652607,158.02,New,4524,45.33598585,89.9,89.9,6.4,97467,64.7,5.2,67%,6%,0%,23%,5%,0,0,0,1,0,0,0,4,0,0,0,0,6,9,19,3,0,0,8,45,6
36061015900,-73.98693321,40.7803937,159,New,8621,47.26829834,89,88.2,20.1,128125,15.8,3.2,88%,2%,0%,8%,3%,1,0,0,0,0,1,0,2,0,2,0,0,2,3,35,4,0,0,6,50,6
36061016001,-73.95548653,40.7856026,160.01,New,3695,44.38430311,80.8,77.8,30.9,182917,16.4,6.5,90%,0%,0%,6%,3%,4,0,0,0,0,0,0,4,0,0,0,0,1,0,11,0,0,0,0,12,2
36061016002,-73.953789,40.78803362,160.02,New,3276,46.21489621,89.6,87.9,17,106471,36.9,4.9,74%,4%,0%,12%,10%,2,0,0,1,0,3,0,2,0,0,0,0,2,0,6,0,0,0,1,9,1
36061016100,-73.97720356,40.7799735,161,New,6563,45.54319671,87.8,87.7,21.6,130189,27.8,5.8,87%,1%,0%,7%,4%,4,0,0,0,0,0,0,2,1,1,0,1,2,2,20,2,0,0,2,28,4
36061016200,-73.93623774,40.78501389,162,New,8993,46.6807517,78.4,74.6,22.1,24063,29.3,21.2,27%,44%,0%,5%,24%,5,0,1,1,0,0,2,3,0,0,0,0,10,23,14,3,1,0,11,62,7
36061016300,-73.98562605,40.78332233,163,New,7276,48.07586586,86.5,85.5,28.2,115911,16.9,4.2,83%,2%,0%,12%,3%,2,0,1,0,0,0,0,3,0,1,0,0,3,2,55,3,0,0,1,64,7
36061016400,-73.94457224,40.78765029,164,New,6722,45.29901815,83.4,79.9,19.5,33792,18.1,11.6,31%,29%,0%,11%,30%,3,0,0,1,0,0,0,3,0,0,0,1,8,18,14,3,1,0,9,53,6
36061016500,-73.9758795,40.78268158,165,New,7022,45.85588152,83.3,82.7,22.7,133992,20,4.1,87%,5%,0%,4%,3%,1,1,1,0,0,0,1,2,0,0,0,0,0,2,25,1,0,3,1,32,5
36061016600,-73.94855367,40.78907229,166,New,7693,49.56453919,83.2,81.4,10.1,37959,35.1,10.9,48%,16%,0%,5%,31%,1,0,3,0,1,0,0,2,0,2,2,0,13,27,41,0,1,13,16,111,7
36061016700,-73.98304,40.78612114,167,New,6309,48.99350135,83.4,82.7,25.4,108971,25.3,5.4,88%,2%,0%,5%,5%,1,1,0,0,0,0,0,0,0,0,0,0,8,6,33,0,0,0,6,53,6
36061016800,-73.95170222,40.79076504,168,New,4974,43.40570969,78.6,75.8,22.8,26069,21.6,20.3,36%,40%,0%,4%,20%,4,2,0,11,0,3,1,3,1,0,0,0,3,11,22,1,0,0,16,53,6
36061016900,-73.97305238,40.7853895,169,New,7811,41.64639611,87.1,85,19.8,92019,24,6.9,84%,5%,0%,5%,5%,11,0,2,1,0,1,0,3,0,1,0,0,3,2,33,3,0,0,1,42,6
36061017000,-73.9423496,40.79091653,170,New,7598,45.44617004,89.9,87.6,27.9,32024,45.5,11.8,24%,32%,0%,15%,28%,5,0,0,2,0,1,3,3,2,2,0,0,3,13,19,1,1,0,14,51,6
36061017100,-73.981172,40.78829421,171,New,9441,48.93549412,86.7,85,24,108538,59.2,4.8,81%,9%,0%,5%,5%,2,0,0,1,0,1,1,1,0,3,0,0,6,6,29,1,0,0,9,51,6
36061017200,-73.94526426,40.79379837,172,New,5660,54.92932862,80.3,78.1,13.9,34412,38.7,12,34%,26%,0%,6%,33%,7,1,1,1,2,2,2,2,0,2,0,0,14,29,25,2,0,0,27,97,7
36061017300,-73.97118806,40.78780761,173,New,8968,44.42462087,84,83,19.6,109283,20.6,4.4,76%,7%,0%,9%,8%,8,0,0,0,0,2,0,6,1,1,0,0,3,2,32,2,0,0,6,45,6
36061017401,-73.94877287,40.79514087,174.01,New,4330,44.57274827,86.9,81.4,27.2,20607,32,13.8,24%,42%,0%,11%,23%,6,0,0,1,0,0,1,0,0,2,0,0,1,12,8,1,0,0,9,31,5
36061017402,-73.94767445,40.79684418,174.02,New,2562,47.97033568,84.2,82.4,13.7,45516,27,12.2,30%,41%,0%,12%,17%,0,0,0,0,0,3,0,2,0,0,0,0,6,7,4,0,0,0,3,20,3
36061017500,-73.97895265,40.79106025,175,New,10933,48.85209915,81,80.1,27.9,130179,50.2,4.8,86%,3%,1%,3%,7%,1,0,0,1,0,1,0,1,0,5,0,0,4,3,42,5,0,0,6,60,6
36061017700,-73.96980306,40.79023824,177,New,9426,40.21854445,87.1,83.4,27.6,67958,46.1,5.6,58%,18%,0%,8%,16%,7,0,0,0,0,0,1,3,0,0,0,0,5,4,21,8,0,0,5,43,6
36061017800,-73.93135995,40.79336345,178,New,3931,45.63724243,82.5,79.5,14.5,30023,36.9,5.3,41%,21%,0%,5%,33%,2,0,0,1,0,1,0,1,0,3,0,0,4,6,22,4,0,0,8,44,6
36061017900,-73.97778926,40.79416978,179,New,9333,45.11946855,85,83.8,18.9,76506,33.6,5.8,78%,7%,6%,5%,3%,2,0,0,2,0,2,0,6,0,1,0,0,14,5,40,8,0,0,5,72,7
36061018000,-73.93956142,40.79458105,180,New,7717,43.52727744,77.3,73.4,11.4,26578,40.1,12.1,23%,32%,0%,7%,38%,5,0,1,1,1,2,0,4,1,1,0,0,6,22,26,1,0,0,16,71,7
36061018100,-73.96777979,40.79261564,181,New,9267,44.01640229,85.2,84.4,33,71927,37.6,13.1,64%,22%,0%,9%,5%,3,0,0,1,0,1,1,7,0,0,0,0,4,2,20,2,0,0,3,31,5
36061018200,-73.94207923,40.79826991,182,New,6553,51.74729132,81,78.3,16.9,22813,39.9,10.2,21%,27%,0%,2%,50%,2,0,1,2,0,0,0,1,0,2,0,0,13,45,30,5,1,8,43,145,7
36061018300,-73.97524581,40.7960897,183,New,8382,46.74302076,90.3,88.9,27.6,87072,33,6.2,75%,8%,0%,11%,7%,3,0,0,0,0,1,3,0,0,3,0,0,9,7,72,4,0,0,16,108,7
36061018400,-73.94534033,40.79955308,184,New,8274,44.99637418,74.7,72.3,15,25274,41.7,10.3,15%,50%,0%,8%,28%,0,0,1,1,0,2,0,2,0,2,0,0,5,14,12,1,0,0,14,46,6
36061018500,-73.966466,40.79453656,185,New,5296,41.86178248,86.4,85.9,26.3,105032,53.3,7.2,67%,14%,0%,13%,6%,2,1,0,2,0,1,0,0,0,0,0,0,1,0,17,1,0,0,5,24,4
36061018600,-73.94972604,40.79890788,186,New,7245,42.01518288,76.7,74.2,11.8,23044,26.9,10.6,15%,59%,0%,4%,23%,4,0,1,0,0,0,0,3,1,0,0,0,3,16,17,1,0,0,10,47,6
36061018700,-73.97345271,40.79861058,187,New,8908,52.39110912,84,82.3,17.7,97135,33.1,5.2,69%,14%,0%,12%,6%,0,0,0,0,1,1,0,6,0,3,0,0,5,8,21,4,0,0,5,43,6
36061018800,-73.93751988,40.79739194,188,New,5570,46.46319569,81,80,12.3,29194,21.7,10.1,35%,24%,1%,4%,36%,2,0,0,1,0,1,0,2,1,6,0,0,10,25,20,3,2,0,17,77,7
36061018900,-73.9645869,40.79713776,189,New,12331,39.7777958,82.8,80.7,21.6,33175,37.7,15.5,38%,37%,1%,5%,18%,3,0,2,2,1,2,0,5,0,0,0,0,14,21,36,2,0,5,11,89,7
36061019000,-73.947614,40.80189469,190,New,3010,45.51495017,82.9,80.6,19.9,56432,57,5,19%,61%,1%,10%,9%,2,0,0,3,0,0,0,3,0,0,0,0,5,11,12,1,0,0,4,33,5
36061019100,-73.97195221,40.80137871,191,New,9474,41.7669411,88.5,86.2,22.3,89063,18.6,4.8,76%,11%,1%,9%,5%,0,0,0,0,0,0,0,1,0,2,0,0,9,3,47,3,1,0,18,81,7
36061019200,-73.92921562,40.80033636,192,New,4103,43.13916646,69.3,65.6,13.7,16836,46.1,20.5,12%,43%,3%,5%,38%,4,0,0,2,2,0,2,0,0,0,0,0,5,13,8,1,0,0,1,28,4
36061019300,-73.96121015,40.80056175,193,New,9305,46.65233745,88.2,87.2,15.5,34656,18.5,13,49%,21%,0%,6%,24%,2,0,0,1,1,2,0,4,1,3,0,0,3,7,18,1,0,0,10,39,5
36061019400,-73.93486832,40.80069516,194,New,6694,44.75649836,77.7,72.7,13.8,22109,34.8,12.5,12%,40%,0%,3%,44%,3,0,1,5,9,3,1,3,0,3,0,0,15,42,9,2,1,0,17,86,7
36061019500,-73.96952154,40.80367088,195,New,7911,44.4697257,87.2,85.9,20.3,102734,37.9,7.8,72%,8%,0%,14%,6%,4,0,0,0,4,3,0,0,1,1,0,0,12,5,35,1,0,0,15,68,7
36061019600,-73.93873821,40.80273321,196,New,4245,48.45700824,85.4,84.2,29.1,17254,33.1,10.1,20%,29%,0%,6%,45%,2,0,2,4,4,10,8,1,1,5,0,1,7,63,77,4,1,0,34,186,7
36061019701,-73.95916414,40.80598597,197.01,New,898,44.32071269,82.1,81.8,14.3,72708,14.5,11,61%,8%,0%,24%,6%,2,0,0,0,0,0,0,1,0,1,0,0,2,2,12,1,0,0,5,22,4
36061019702,-73.95818359,40.80184041,197.02,New,2202,52.22524977,91.5,90.2,13.4,63564,25.9,6.6,39%,39%,0%,8%,15%,0,0,0,0,0,1,0,2,0,1,0,0,1,5,6,0,0,0,9,21,4
36061019800,-73.94267748,40.80436543,198,New,2465,45.76064909,89.6,87,21,77237,29.6,9.6,24%,67%,0%,5%,4%,4,0,0,4,0,0,0,0,2,3,0,0,3,16,27,4,0,0,21,71,7
36061019900,-73.96712678,40.80599889,199,New,9879,44.19475655,91.8,90.7,17.7,68786,60,6.3,70%,7%,0%,18%,5%,2,1,1,1,0,1,0,4,0,2,0,0,8,3,21,0,0,0,6,38,5
36061020000,-73.94555967,40.80517913,200,New,3018,44.73161034,85.3,84.8,21.3,73393,34.6,3.8,28%,53%,0%,6%,13%,3,1,0,1,1,2,2,3,0,4,0,0,6,15,16,2,0,0,8,47,6
36061020101,-73.96041908,40.80632108,201.01,New,1921,46.53826132,95.1,94.5,4.7,92679,82.7,4.1,66%,10%,1%,14%,9%,0,0,0,2,2,4,0,2,0,1,0,0,3,0,5,0,0,0,2,10,1
36061020102,-73.95679792,40.80494538,201.02,New,4203,43.27861052,82.5,82.5,11.8,56157,27,5.6,29%,57%,0%,2%,13%,0,0,0,0,0,0,0,0,0,1,0,0,6,5,18,0,0,0,9,38,5
