GEOID,long,lat,Tract,Boroughs,Total population,Percent Male,Over_16_year,Over_18_year,Over_60_year,Median_Household_Income,Percentage_college_degree,Unemployment_rate,Race_White,Race_Black,Race_NativeAmerican,Race_Asian,Race_Other,Schools,Recreational,Criminal_Justice,Health,Pharmacy,Mental_Heath,Disabilities,Daycare,Senior_homes,Homeless_shelters,Transport,Waste_Management,BURGLARY,FELONY_ASSAULT,GRAND_LARCENY,GRAND_LARCENY_ MOTOR_VEHICLE,MURDER,RAPE,ROBBERY,Total_Felony,FelonyBucket
36005012300,-73.88750102,40.82801859,123,Bronx,4144,49.03474903,68.6,65.6,10.3,20671,14.9,17.3,6%,32%,1%,1%,60%,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,4,0,0,17,49,6
36005012500,-73.89390489,40.82875533,125,Bronx,4139,50.54360957,70.7,66.8,10.5,25317,26,15.7,11%,33%,2%,0%,54%,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,1,0,0,13,42,6
36005012701,-73.89184422,40.82572444,127.01,Bronx,2117,42.98535664,79.9,76.1,20,19922,29.5,17.3,19%,27%,0%,2%,51%,0,0,0,0,0,0,0,0,0,0,0,0,5,16,18,3,0,0,14,56,6
36005012901,-73.89813773,40.82264196,129.01,Bronx,3828,44.723093,67.7,63.8,10.6,17500,42.6,13.9,9%,46%,0%,5%,40%,2,1,0,0,0,0,0,1,0,0,0,0,6,24,14,3,0,0,19,66,7
36005013000,-73.8145132,40.8194396,130,Bronx,1334,51.64917541,93,90.2,29.4,78102,76.8,5,76%,4%,0%,0%,20%,2,0,0,0,0,0,4,0,1,3,0,0,4,3,3,0,0,0,1,11,2
36005013100,-73.89803558,40.82600526,131,Bronx,4906,45.86220954,74.1,70.3,9.1,29254,50.5,10.2,10%,30%,0%,1%,59%,1,0,0,1,0,0,3,4,0,0,0,0,6,18,18,6,1,0,20,69,7
36005013200,-73.82005321,40.81482774,132,Bronx,7150,48.6993007,84.6,83,25.8,92855,43.8,10.3,48%,11%,0%,6%,34%,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,7,0,0,1,24,4
36005013300,-73.90346217,40.82292089,133,Bronx,7067,49.4976652,77.2,74.4,15.5,27742,29.5,15.3,6%,39%,0%,1%,54%,0,0,0,0,0,0,0,1,0,0,0,0,2,24,9,2,0,0,8,45,6
36005013500,-73.90196116,40.82731868,135,Bronx,3957,43.26509982,74.8,70.5,16.4,22839,22.1,15.5,9%,37%,0%,0%,54%,1,0,0,1,0,0,0,3,0,0,0,0,4,14,15,3,0,0,15,51,6
36005013800,-73.80715211,40.82045995,138,Bronx,3301,52.0448349,79.6,76.1,19.4,82941,45.6,10.4,74%,6%,0%,3%,17%,0,0,0,0,0,0,2,1,0,0,0,0,5,2,1,2,0,0,0,10,1
36005014100,-73.91292289,40.8239737,141,Bronx,4620,43.00865801,72.3,68.9,10.9,31424,44.4,15.5,22%,39%,2%,1%,35%,1,0,0,1,0,0,0,7,1,1,0,0,12,16,14,5,1,19,14,81,7
36005014300,-73.91226965,40.8276753,143,Bronx,942,49.57537155,72.5,71,22.7,12083,27.9,15.3,15%,45%,1%,4%,35%,1,0,0,0,0,0,0,1,0,0,0,0,1,10,5,2,0,0,8,26,4
36005014400,-73.82326925,40.82069571,144,Bronx,6062,36.2256681,69.8,63.5,17.2,19994,34.4,15.7,23%,39%,4%,1%,33%,0,0,0,0,0,0,0,0,0,0,0,0,3,20,13,2,0,0,12,50,6
36005014500,-73.90716447,40.83154258,145,Bronx,6757,40.63933698,65.1,61.7,9.8,21545,42,20.7,8%,44%,1%,0%,47%,1,0,0,1,1,1,1,0,0,0,0,1,6,19,13,8,0,0,12,58,6
36005014701,-73.90606507,40.83433587,147.01,Bronx,7209,41.54529061,72.4,65.5,13.8,17300,24.5,24.2,11%,52%,0%,0%,36%,0,0,0,0,0,0,0,0,0,0,0,0,8,24,8,3,1,0,12,56,6
36005014702,-73.90415226,40.83649184,147.02,Bronx,5089,40.18471212,69.2,65.3,12.4,17509,24.7,25.4,6%,54%,0%,0%,40%,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,0,0,5,18,3
36005014900,-73.90167724,40.83250229,149,Bronx,4531,48.22335025,70.5,68.5,8.9,23674,38.2,18.4,8%,41%,0%,0%,51%,1,0,0,1,0,1,2,6,0,1,0,0,12,11,8,2,0,0,9,42,6
36005015100,-73.89859859,40.83093167,151,Bronx,5662,47.06817379,74.8,70.8,12.6,29699,41.1,13.6,11%,44%,0%,0%,44%,0,0,1,0,0,0,1,0,0,0,0,0,13,16,10,7,1,0,11,58,6
